Objetivo ODS,Titulo 1,Titulo 2,Titulo 3
2 Teniendo en cuenta las negociaciones en curso de la Organización Mundial del Comercio el Programa de Doha para el Desarrollo y el mandato de la Declaración Ministerial de Hong Kong .,Deep Integration: Considering the Heterogeneity of Free Trade Agreements,"Colombian Leather, Footwear and Leather Goods Sector: an analysis of commercial dynamics and comparative advantages over Venezuela (1995-2017)",SHAPING PEACE PROCESSES: A COMPARISON BETWEEN TURKEY AND COLOMBIA
14 . 7 De aquí a 2030 aumentar los beneficios económicos que los pequeños Estados insulares en desarrollo y los países menos adelantados obtienen del uso sostenible de los recursos marinos en particular mediante la gestión sostenible de la pesca la acuicultura y el turismo,Dimensions of local development in the Colombian Pacific Region,BETWEEN REAL AND IDEAL: DO THE APROACHES PROPOSED BY THE ONU ON SUSTAINABLE TOURISM CONTRIBUTE TO RURAL TERRITORIAL DEVELOPMENT?,LOCAL DEVELOPMENT AND SUPPORT ORGANIZATIONS; DIFFERENT STRATEGIES TO TACKLE DEVELOPMENT: A COLOMBIA CASE
14 . a Aumentar los conocimientos científicos desarrollar la capacidad de investigación y transferir tecnología marina teniendo en cuenta los Criterios y Directrices para la Transferencia de Tecnología Marina de la Comisión Oceanográfica Intergubernamental a fin de mejorar la salud de los océanos y potenciar la contribución de la biodiversidad marina al desarrollo de los países en desarrollo en particular los pequeños Estados insulares en desarrollo y los países menos adelantados,Mitigation provisions to be implemented for marine seismic surveying in Latin America: a review based on fish and cetaceans,Building capacity in health research in the developing world,Funding of pilot projects in Latin America: A tool for capacity building in Occupational Health Research
14 . b Facilitar el acceso de los pescadores artesanales a los recursos marinos y los mercados,An Eco-Technological Approach to Handcraft Production. Two Cases in the Colombian Caribbean Region,Field experiments on irrigation dilemmas,Context matters to explain field experiments: Results from Colombian and Thai fishing villages
"14 . c Mejorar la conservación y el uso sostenible de los océanos y sus recursos aplicando el derecho internacional reflejado en la Convención de las Naciones Unidas sobre el Derecho del Mar que constituye el marco jurídico para la conservación y la utilización sostenible de los océanos y sus recursos como se recuerda en el párrafo 158 del documento “ El futuro que queremos ”""; Objetivo 15 ;"" Objetivo 15 .",Avoiding Costly Conservation Mistakes: The Importance of Defining Actions and Costs in Spatial Priority Setting,International Standards on Sexual Orientation and Gender Identity: Evolutionary Interpretation within Inter-American Law,Animals and Nature as New Subjects of Rights: A Study of the most Relevant Judicial Decisions in Colombia
15 . 1 De aquí a 2020 asegurar la conservación el restablecimiento y el uso sostenible de los ecosistemas terrestres y los ecosistemas interiores de agua dulce y sus servicios en particular los bosques los humedales las montañas y las zonas áridas en consonancia con las obligaciones contraídas en virtud de acuerdos internacionales,Assessing restoration priorities for high-risk ecosystems: An application of the IUCN Red List of Ecosystems,Seed dispersal by fruit bats in Colombia generates ecosystem services,Energy development reveals blind spots for ecosystem conservation in the Amazon Basin
15 . 2 De aquí a 2020 promover la puesta en práctica de la gestión sostenible de todos los tipos de bosques detener la deforestación recuperar los bosques degradados y aumentar considerablemente la forestación y la reforestación a nivel mundial,Characterizing a tropical deforestation wave: a dynamic spatial analysis of a deforestation hotspot in the Colombian Amazon,Modeling the age of tropical moist forest fragments in heavily-cleared lowland landscapes of Colombia,Tropical alluvial forest fragmentation in the eastern lowlands of Colombia (1939-1997)
15 . 3 De aquí a 2030 luchar contra la desertificación rehabilitar las tierras y los suelos degradados incluidas las tierras afectadas por la desertificación la sequía y las inundaciones y procurar lograr un mundo con efecto neutro en la degradación del suelo,"Citizenship Deferred: The Politics of Victimhood, Land Restitution and Gender Justice in the Colombian (Post?) Conflict",Land cover drives amphibian diversity across steep elevational gradients in an isolated neotropical mountain range: Implications for community conservation,Incorporating temporality and biophysical vulnerability to quantify the human spatial footprint on ecosystems
15 . 4 De aquí a 2030 asegurar la conservación de los ecosistemas montañosos incluida su diversidad biológica a fin de mejorar su capacidad de proporcionar beneficios esenciales para el desarrollo sostenible,Assessing restoration priorities for high-risk ecosystems: An application of the IUCN Red List of Ecosystems,"Potential Distribution of Mountain Cloud Forest in Michoacan, Mexico: Prioritization for Conservation in the Context of Landscape Connectivity",Mapping the actual and original distribution of the ecosystems and the chorological types for conservation planning in Colombia
15 . 5 Adoptar medidas urgentes y significativas para reducir la degradación de los hábitats naturales detener la pérdida de biodiversidad y de aquí a 2020 proteger las especies amenazadas y evitar su extinción,Tracking extinction risk trends and patterns in a mega-diverse country: A Red List Index for birds in Colombia,Critical shifts on spatial traits and the risk of extinction of Andean anurans: an assessment of the combined effects of climate and land-use change in Colombia,Averting biodiversity collapse in tropical forest protected areas
15 . 6 Promover la participación justa y equitativa en los beneficios derivados de la utilización de los recursos genéticos y promover el acceso adecuado a esos recursos según lo convenido internacionalmente,Field experiments on irrigation dilemmas,Resource provisioning strategies for BPMN processes: Specification and analysis using Maude,On the stability of resource undermatching in human group-choice
15 . 7 Adoptar medidas urgentes para poner fin a la caza furtiva y el tráfico de especies protegidas de flora y fauna y abordar tanto la demanda como la oferta de productos ilegales de flora y fauna silvestres,Robust design of a closed-loop supply chain under uncertainty conditions integrating financial criteria,Redesign of a supply network by considering stochastic demand,Pricing and lot sizing optimization in a two-echelon supply chain with a constrained Logit demand function
15 . 8 De aquí a 2020 adoptar medidas para prevenir la introducción de especies exóticas invasoras y reducir significativamente sus efectos en los ecosistemas terrestres y acuáticos y controlar o erradicar las especies prioritarias,"Predicting the Risk of Exotic Plant Invasions in the Orinoco Region: Importance of Distribution Models, Climatic Niche and Functional Richness",Checklist of the freshwater fishes of Colombia: a Darwin Core alternative to the updating problem,Same but different: Diversity and complexity of an arthropod trophic network and comparative seed viability of an invasive and a native legume species
15 . 9 De aquí a 2020 integrar los valores de los ecosistemas y la biodiversidad en la planificación los procesos de desarrollo las estrategias de reducción de la pobreza y la contabilidad nacionales y locales,Assessing restoration priorities for high-risk ecosystems: An application of the IUCN Red List of Ecosystems,Mapping the actual and original distribution of the ecosystems and the chorological types for conservation planning in Colombia,Measuring poverty from the point of view of individuals: Colombia and Valle del Cauca
15 . a Movilizar y aumentar significativamente los recursos financieros procedentes de todas las fuentes para conservar y utilizar de forma sostenible la biodiversidad y los ecosistemas,"An assessment of spatial conservation priorities for biodiversity attributes: Composition, structure, and function of Neotropical biodiversity",Mapping the actual and original distribution of the ecosystems and the chorological types for conservation planning in Colombia,Assessing restoration priorities for high-risk ecosystems: An application of the IUCN Red List of Ecosystems
15 . b Movilizar recursos considerables de todas las fuentes y a todos los niveles para financiar la gestión forestal sostenible y proporcionar incentivos adecuados a los países en desarrollo para que promuevan dicha gestión en particular con miras a la conservación y la reforestación,What is meant by case management for the return-to-work of workers with musculoskeletal disorders? A scoping review,Pay for performance explained by transaction costs theory,APPLICATION OF SCIENCE TO PROTECTED AREA MANAGEMENT: OVERCOMING THE BARRIERS
"15 . c Aumentar el apoyo mundial a la lucha contra la caza furtiva y el tráfico de especies protegidas incluso aumentando la capacidad de las comunidades locales para perseguir oportunidades de subsistencia sostenibles ""; Objetivo 16 ;"" Objetivo 16 .",LOCAL DEVELOPMENT AND SUPPORT ORGANIZATIONS; DIFFERENT STRATEGIES TO TACKLE DEVELOPMENT: A COLOMBIA CASE,Adapting prospective structural analysis to strengthen sustainable management and capacity building in community-based natural resource management contexts,Tourism and social vulnerability. Reflections for some Latin American cases
16 . 1 Reducir significativamente todas las formas de violencia y las correspondientes tasas de mortalidad en todo el mundo,"Road traffic deaths in children under the age of five in Colombia, 2005-2009",Death from external causes in infants in Colombia 2005-2013,"Global, regional, and national under-5 mortality, adult mortality, age-specific mortality, and life expectancy, 1970-2016: a systematic analysis for the Global Burden of Disease Study 2016"
16 . 2 Poner fin al maltrato la explotación la trata y todas las formas de violencia y tortura contra los niños,Elder Abuse: A Narrative Review,The Association Between Past Sexual Abuse and Depression in Older Adults From Colombia,Political openness and armed conflict: Evidence from local councils in Colombia
16 . 3 Promover el estado de derecho en los planos nacional e internacional y garantizar la igualdad de acceso a la justicia para todos,Animals and Nature as New Subjects of Rights: A Study of the most Relevant Judicial Decisions in Colombia,Field experiments on irrigation dilemmas,International Standards on Sexual Orientation and Gender Identity: Evolutionary Interpretation within Inter-American Law
16 . 4 De aquí a 2030 reducir significativamente las corrientes financieras y de armas ilícitas fortalecer la recuperación y devolución de los activos robados y luchar contra todas las formas de delincuencia organizada,Illicit activity and money laundering from an economic growth perspective: A model and an application to Colombia,GLOBAL AND REGIONAL RISKS IN CURRENCY RETURNS,Double Penalty in Returns to Education: Informality and Educational Mismatch in the Colombian Labour Market
16 . 5 Reducir considerablemente la corrupción y el soborno en todas sus formas,The role of political affiliation in the beliefs and discourses legitimising corruption,Corruption and Human Rights: Possible Relations,"Mapping Colombian Citizens' Views Regarding Ordinary Corruption: Threat, Bribery, and the Illicit Sharing of Confidential Information"
16 . 6 Crear a todos los niveles instituciones eficaces y transparentes que rindan cuentas,Reconstructive criticism and social ontology: On the emancipatory potential in the ontology of institutions,New development: Importance of accounts receivable in Colombian state entities and their impact on the preparation of financial information,"Intangibles disclosure, market performance and business reputation the case of Spain"
16 . 7 Garantizar la adopción en todos los niveles de decisiones inclusivas participativas y representativas que respondan a las necesidades,A multi-company empirical evaluation of a framework that evaluates the convenience of adopting product line engineering,Reflexivity in a Diffusion of Innovations Model,Multidimensional training among Latin America's restoration professionals
16 . 8 Ampliar y fortalecer la participación de los países en desarrollo en las instituciones de gobernanza mundial,Citizen security observatories: Tools for decision making and governability [Observatorios de convivencia y seguridad ciudadana: Herramientas para la toma de decisiones y gobernabilidad],Multi-Agent Institutional Analysis: The Social Agency and Structuration Problem in the Explanation of the Emergence of Governance Structures,Digital platforms and institutional voids in developing countries: The case of ride-hailing markets
16 . 9 De aquí a 2030 proporcionar acceso a una identidad jurídica para todos en particular mediante el registro de nacimientos,The direct redress against the insurer and the insured' right of defense,"Resource-oriented interventions for patients with severe mental illnesses in low- and middle-income countries: trials in Bosnia-Herzegovina, Colombia and Uganda",The Lesion in Argentinian and Colombian Law: A Comparative Approach
16 . 10 Garantizar el acceso público a la información y proteger las libertades fundamentales de conformidad con las leyes nacionales y los acuerdos internacionales,THE INTERNATIONAL LABOUR ORGANIZATION AGREEMENTS AND THE NON-UNIONIZED WORKERS COLLECTIVE BARGAINING: THE COLOMBIAN CASE,Measuring the importance of the National Guarantees Fund in the mobilization of credit to SMEs [Quantificação da importância do Fundo Nacional de Garantias na mobilização de créditos para as PMEs] [Cuantificación de la importancia del Fondo Nacional de Garantías en la movilización de créditos a las pymes],Multidimensional Approach to International Responsibility and the Principle of Non-Intervention. The Hermeneutical Problem
16 . a Fortalecer las instituciones nacionales pertinentes incluso mediante la cooperación internacional para crear a todos los niveles particularmente en los países en desarrollo la capacidad de prevenir la violencia y combatir el terrorismo y la delincuencia,Building capacity in health research in the developing world,Cooperation in Latin America: the scientific psychology network,"Parental-child violence, consumption of psychoactive substances and delinquency in Colombian youngsters linked to the Criminal Responsibility System"
"16 . b Promover y aplicar leyes y políticas no discriminatorias en favor del desarrollo sostenible ""; Objetivo 17 ;"" Objetivo 17 .",Contributions of Intercultural Socioenvironmental Justice to the 2030 Agenda in the Colombian Caribbean,Conflict of interests in corporate law: colombian regulations and comparative law,Dimensions of local development in the Colombian Pacific Region
Finanzas,Influence of a risk capitalist's investment strategy on the financed companies' performance: The case of the Comfandi risk capital fund [Influencia de la estrategia de inversión del capitalista de riesgo en el desempeño de las empresas financiadas: El caso del fondo de capital de riesgo de Comfandi],What is out there? a typology of land restoration projects in Latin America and the Caribbean,An empirical analysis of Minsky regimes in the US economy
17 . 1 Fortalecer la movilización de recursos internos incluso mediante la prestación de apoyo internacional a los países en desarrollo con el fin de mejorar la capacidad nacional para recaudar ingresos fiscales y de otra índole,Distributional health and financial benefits of increased tobacco taxes in Colombia: results from a modelling study,"Voting for environmental donations: Experimental evidence from Majorca, Spain",TERMS OF TRADE SHOCKS AND TAXATION IN DEVELOPING COUNTRIES
17 . 2 Velar por que los países desarrollados cumplan plenamente sus compromisos en relación con la asistencia oficial para el desarrollo incluido el compromiso de numerosos países desarrollados de alcanzar el objetivo de destinar el 0 7 % del ingreso nacional bruto a la asistencia oficial para el desarrollo de los países en desarrollo y entre el 0 15 % y el 0 20 % del ingreso nacional bruto a la asistencia oficial para el desarrollo de los países menos adelantados se alienta a los proveedores de asistencia oficial para el desarrollo a que consideren la posibilidad de fijar una meta para destinar al menos el 0 20 % del ingreso nacional bruto a la asistencia oficial para el desarrollo de los países menos adelantados,Funding of pilot projects in Latin America: A tool for capacity building in Occupational Health Research,Human development in the municipalities of the pacific region of colombia [Desarrollo humano en los municipios de la región pacífico de colombia],"Physician migration: views from professionals in Colombia, Nigeria, India, Pakistan and the Philippines"
17 . 3 Movilizar recursos financieros adicionales de múltiples fuentes para los países en desarrollo,Mobile hypermedia as new media and its role in transmedia creation [El hipermedia móvil como nuevo medio y su protagonismo en la creación transmedia],Enhancing customer knowledge: the role of banks in financial well-being,Parallel Processing of Images in Mobile Devices using BOINC
17 . 4 Ayudar a los países en desarrollo a lograr la sostenibilidad de la deuda a largo plazo con políticas coordinadas orientadas a fomentar la financiación el alivio y la reestructuración de la deuda según proceda y hacer frente a la deuda externa de los países pobres muy endeudados a fin de reducir el endeudamiento excesivo,Does money supply shape corporate capital structure? International evidence from a panel data analysis,Economic forecast and corporate leverage choices: The role of the institutional environment,"Financial distress, free cash flow, and interfirm payment network: Evidence from an agent-based model"
17 . 5 Adoptar y aplicar sistemas de promoción de las inversiones en favor de los países menos adelantados,A multi-company empirical evaluation of a framework that evaluates the convenience of adopting product line engineering,APPLIES: A framework for evaluAting organization's motivation and preparation for adopting product lines,Relative balance of the cost and benefit associated with carnivory in the tropical Utricularia foliosa
Tecnología,Disruptive and Conventional Technologies for the Support of Logistics Processes: A Literature Review,"Perspectives, Experiences, and Practices in the Use of Digital Information Technologies in the Management of Depression and Alcohol Use Disorder in Health Care Systems in Colombia","Technology Mediation in Teaching: Artifacts, Models and the Role of Teachers"
17 . 6 Mejorar la cooperación regional e internacional Norte - Sur Sur - Sur y triangular en materia de ciencia tecnología e innovación y el acceso a estas y aumentar el intercambio de conocimientos en condiciones mutuamente convenidas incluso mejorando la coordinación entre los mecanismos existentes en particular a nivel de las Naciones Unidas y mediante un mecanismo mundial de facilitación de la tecnología,Knowledge Management as a Tool for the Productive Transformation of a Region in a Developing Country,Knowledge sharing and innovation: A systematic review,Disruptive and Conventional Technologies for the Support of Logistics Processes: A Literature Review
17 . 7 Promover el desarrollo de tecnologías ecológicamente racionales y su transferencia divulgación y difusión a los países en desarrollo en condiciones favorables incluso en condiciones concesionarias y preferenciales según lo convenido de mutuo acuerdo,A Critical Review of the Factors Affecting Modeling Oxygen Transfer by Fine-Pore Diffusers in Activated Sludge,Helmholtz energy and extended corresponding states model for the prediction of thermodynamic properties of refrigerants,Scientific production in latin american psychology: an analysis of research in different countries
17 . 8 Poner en pleno funcionamiento a más tardar en 2017 el banco de tecnología y el mecanismo de apoyo a la creación de capacidad en materia de ciencia tecnología e innovación para los países menos adelantados y aumentar la utilización de tecnologías instrumentales en particular la tecnología de la información y las comunicaciones,Disruptive and Conventional Technologies for the Support of Logistics Processes: A Literature Review,"Perspectives, Experiences, and Practices in the Use of Digital Information Technologies in the Management of Depression and Alcohol Use Disorder in Health Care Systems in Colombia",Knowledge Management as a Tool for the Productive Transformation of a Region in a Developing Country
Creación de capacidad,Building capacity in health research in the developing world,Practice Summary: Enhancing Forecasting and Capacity Planning Capabilities in a Telecommunications Company,Case Studies Selection Method: Climate Adaptation of the Modem Movement in the Equatorial Warm Climate
17 . 9 Aumentar el apoyo internacional para realizar actividades de creación de capacidad eficaces y específicas en los países en desarrollo a fin de respaldar los planes nacionales de implementación de todos los Objetivos de Desarrollo Sostenible incluso mediante la cooperación Norte - Sur Sur - Sur y triangular,Building capacity in health research in the developing world,Dimensions of local development in the Colombian Pacific Region,Cooperation in Latin America: the scientific psychology network
Comercio,Deep Integration: Considering the Heterogeneity of Free Trade Agreements,"Colombian Leather, Footwear and Leather Goods Sector: an analysis of commercial dynamics and comparative advantages over Venezuela (1995-2017)",International Trade and Justice as Synonyms of Well-being The Search of a Balance between Multilateralism and Minilateralism
17 . 10 Promover un sistema de comercio multilateral universal basado en normas abierto no discriminatorio y equitativo en el marco de la Organización Mundial del Comercio incluso mediante la conclusión de las negociaciones en el marco del Programa de Doha para el Desarrollo,Deep Integration: Considering the Heterogeneity of Free Trade Agreements,International Trade and Justice as Synonyms of Well-being The Search of a Balance between Multilateralism and Minilateralism,"Colombian Leather, Footwear and Leather Goods Sector: an analysis of commercial dynamics and comparative advantages over Venezuela (1995-2017)"
17 . 11 Aumentar significativamente las exportaciones de los países en desarrollo en particular con miras a duplicar la participación de los países menos adelantados en las exportaciones mundiales de aquí a 2020,Success Factors in the Internalisation of Export Companies in Colombia,Export commitment in Colombia: An analysis of neural networks [El compromiso exportador en Colombia: Un análisis de redes neuronales],Early internationalization patterns and export market persistence: a pseudo-panel data analysis
17 . 12 Lograr la consecución oportuna del acceso a los mercados libre de derechos y contingentes de manera duradera para todos los países menos adelantados conforme a las decisiones de la Organización Mundial del Comercio incluso velando por que las normas de origen preferenciales aplicables a las importaciones de los países menos adelantados sean transparentes y sencillas y contribuyan a facilitar el acceso a los mercados,Deep Integration: Considering the Heterogeneity of Free Trade Agreements,Colombia’s potential for trade with the European Union and other major global markets [El potencial de colombia para el comercio con la unión europea y otros grandes mercados mundiales],Measuring performance on the Healthcare Access and Quality Index for 195 countries and territories and selected subnational locations: a systematic analysis from the Global Burden of Disease Study 2016
Cuestiones sistémicas,Modeling and control of a new ball and beam system with magnetic levitation,Archival classification system in control and vigilancy agencies of Colombia,"The humanization, an ethical issue in the accreditation in health"
Coherencia normativa e institucional,Reconstructive criticism and social ontology: On the emancipatory potential in the ontology of institutions,Digital platforms and institutional voids in developing countries: The case of ride-hailing markets,"Exploring the Relationship between Formal and Informal Institutions, Social Capital, and Entrepreneurial Activity in Developing and Developed Countries"
17 . 13 Aumentar la estabilidad macroeconómica mundial incluso mediante la coordinación y coherencia de las políticas,The Impact of Emerging Asia ' s Demand on the Pacific Alliance Countries,Possibilities for the future of global mental health: a scenario planning approach,"Examining gender equity in health policies in a low- (Peru), middle- (Colombia), and high- (Canada) income country in the Americas"
17 . 14 Mejorar la coherencia de las políticas para el desarrollo sostenible,Contributions of Intercultural Socioenvironmental Justice to the 2030 Agenda in the Colombian Caribbean,Dimensions of local development in the Colombian Pacific Region,"Examining gender equity in health policies in a low- (Peru), middle- (Colombia), and high- (Canada) income country in the Americas"
17 . 15 Respetar el margen normativo y el liderazgo de cada país para establecer y aplicar políticas de erradicación de la pobreza y desarrollo sostenible,ERADICATION OF ILLICIT CROPS AND DISPLACEMENT IN THE PARK NATURAL SIERRA DE LA MACARENA,The concept of leadership in educational spaces: scope and limits of an elastic word,Influence of leadership styles in the performance of Colombian export companies [Influência dos estilos de liderança no desempenho das empresas de exportação colombianas] [Influencia de los estilos de liderazgo en el desempeño de las empresas exportadoras colombianas]
Alianzas entre múltiples interesados,The team approach to diabetes management: partnering with patients,Individualized glycaemic targets and pharmacotherapy in type 2 diabetes,Public-private partnership as tools of collaborative governance. Notes for discussion and challenges for their management
17 . 16 Mejorar la Alianza Mundial para el Desarrollo Sostenible complementada por alianzas entre múltiples interesados que movilicen e intercambien conocimientos especialización tecnología y recursos financieros a fin de apoyar el logro de los Objetivos de Desarrollo Sostenible en todos los países particularmente los países en desarrollo,Dimensions of local development in the Colombian Pacific Region,LOCAL DEVELOPMENT AND SUPPORT ORGANIZATIONS; DIFFERENT STRATEGIES TO TACKLE DEVELOPMENT: A COLOMBIA CASE,"Habitat and Childhood, Pending Rights and Inequities in Latin America"
17 . 17 Fomentar y promover la constitución de alianzas eficaces en las esferas pública público - privada y de la sociedad civil aprovechando la experiencia y las estrategias de obtención de recursos de las alianzas,The team approach to diabetes management: partnering with patients,Colombian initiatives in the Social Appropriation of Science and Technology: tendencies and challenges for a broader understanding of these dynamics,Object interaction using tabulated spheres subsets
Datos vigilancia y rendición de cuentas,Birth defects surveillance: experiences in Argentina and Colombia,"Description and results of birth defects surveillance and follow-up programs in Bogota and Cali, Colombia, 2002-2019",New development: Importance of accounts receivable in Colombian state entities and their impact on the preparation of financial information
17 . 18 De aquí a 2020 mejorar el apoyo a la creación de capacidad prestado a los países en desarrollo incluidos los países menos adelantados y los pequeños Estados insulares en desarrollo para aumentar significativamente la disponibilidad de datos oportunos fiables y de gran calidad desglosados por ingresos sexo edad raza origen étnico estatus migratorio discapacidad ubicación geográfica y otras características pertinentes en los contextos nacionales,Funding of pilot projects in Latin America: A tool for capacity building in Occupational Health Research,Ethnic networks and multinational firms' location decisions,Health and social well-being in immigrants and Chileans: a comparative study
"17 . 19 De aquí a 2030 aprovechar las iniciativas existentes para elaborar indicadores que permitan medir los progresos en materia de desarrollo sostenible y complementen el producto interno bruto y apoyar la creación de capacidad estadística en los países en desarrollo "";",Building capacity in health research in the developing world,Dimensions of local development in the Colombian Pacific Region,LOCAL DEVELOPMENT AND SUPPORT ORGANIZATIONS; DIFFERENT STRATEGIES TO TACKLE DEVELOPMENT: A COLOMBIA CASE
